title,description,semantic_avg_similarity,skill_votes,skill_coverage
ML Research Engineer,"About Cynapse Cynapse is a leading AI software company specializing in enterprise-grade Video Intelligence Solutions Powered by Generative AI, tailored to meet the unique challenges of various industries. Our vertical-specific solutions empower organizations to enhance safety, operational efficiency, and security in complex environments such as roads, seaports, airports, and cities. By combining advanced Vision AI with Generative AI, we continually push the boundaries of video analytics, delivering insights and automation that transform operations. Led by a global team with a proven track record of scaling startups into market leaders, we foster innovation, collaboration, and diverse perspectives. Headquartered from US, Cynapse serves clients worldwide, redefining what's possible with video intelligence. Job Description We are seeking a talented and highly motivated ML Research Engineer to join our AI Product group. The ideal candidate is passionate about AI and has a strong foundation in machine learning, deep learning, and large language or vision-language models. This role offers an exciting opportunity to learn from experienced researchers, contribute to cutting-edge AI research, and help drive innovation in our enterprise grade video intelligence solutions. Responsibilities Implement solutions using advanced large language models (LLMs) or vision language models (VLMs) to address real-world challenges. Design and develop agentic AI systems using structured, multi-step workflows to solve complex tasks autonomously. Conduct rigorous experiments to validate models and tasks, including data preparation, ensuring reliability and performance. Develop prototypes and proof-of-concept systems to validate innovative ideas. Collaborate with cross-functional teams (product, engineering, and business) to translate research into production-ready solutions. Deliver research projects on time with a strong focus on practical, measurable business impact. Minimum Qualifications Bachelor’s degree or higher in Computer Science/Engineering, Mathematics, or a related field. Strong foundation in deep learning fundamentals, including optimization methods, loss functions, model architectures, and training dynamics. Hands-on experience with transformer-based models in either computer vision or NLP domains. Familiarity with the latest research trends and developments in AI. Solid programming skills, with a strong grasp of data structures and algorithms. Strong analytical and problem-solving skills, a solid foundation in logical reasoning, and effective communication and teamwork. Preferred Qualifications Master’s degree or higher; a PhD is a strong plus. High-impact publications in top-tier AI conferences or journals (e.g., ICML, NeurIPS, ICLR, TPAMI, CVPR, ICCV, ECCV, ACL, EMNLP, ICRA). Knowledgeable in transfer learning strategies, including fine-tuning and distillation of foundation models for downstream applications Exposure to any other machine learning domains such as reinforcement learning, edge AI, speech recognition, diffusion models, robotics learning, recommender systems, time-series forecasting or related areas Personal Competencies Innovative, motivated, and a quick learner with a passion for solving complex technical challenges. Strong communication and teamwork skills, with the ability to work effectively in small, agile teams. A high degree of ownership and attention to detail, with a commitment to delivering robust and high-quality software solutions. Adaptable and open to learning new technologies and processes Benefits Competitive base salary and a generous stock option package Unique opportunity to work with a talented global team on cutting edge technologies Exciting work environment with flexible hours Due to the nature of the role, the position is considered for candidates who are only based in Singapore Job Type: Full-time Benefits: Health insurance",0.23535033313464745,0,0.0
Support Engineer (Japanese Speaker),"Why apply? You will be in the front-line of support, responding to and reporting on critical customer events. You will interact directly with both customers and the software development team. You'll be given extensive training and support as you develop in the role. This role offers candidates with strong mathematical and scientific backgrounds the opportunity to commence a career in the dynamic and exciting industry of cyber security. Be part of a fast growing, leading cyber security AI vendor This role also offers hybrid working. More about the role: We are seeking a dedicated professional to join our team. Key responsibilities include: Responding to support requests in the Darktrace Customer Portal Explaining software features to help customers maximize the platform's potential Ensuring smooth and efficient customer deployments. In this role, you would be liaising between the development team and the customers to resolve issues, while supporting the Cyber Technology Specialist team around technical deployment aspects. Candidate Requirements: Business Literacy of the Japanese Language (Essential) JLPT N1 certification (Desirable) Good understanding of Japanese work culture Proven ability to work with data and analytical tools (Essential) Excellent interpersonal/communication skills in both English and Japanese, both verbal and written (Essential) Tenacious, driven & ambitious (Essential) Able to work weekends/Public Holidays (Essential) An understanding of general networking and cyber security technologies (Desirable) Experience of support and incident response procedures and practices is an advantage (Desirable) No prior knowledge is required, but an interest in the field and willingness to learn is essential. Given our tremendous growth this is a fast-paced role, need to make sure you're an organised, pro-active individual who is adaptable to change and comfortable wearing multiple hats.",0.1970836102814938,0,0.0
Project Manager (12-Month Contract | SGD 3000 - SGD 3500) – JO 27980,"Key Highlights: Office Hours: Monday-Friday Nearest MRT: Outram Park Station Join to play a  key role in shaping a national-scale digital health initiative with measurable impact on patient outcomes. Key Responsibilities: Support planning and delivery of a digital nudging framework for patient engagement, including stakeholder consensus-building and programme envisioning. Assist in drafting and maintaining project documentation: meeting minutes, action logs, timelines, deliverables and repositories. Support development of related policies, standards, schemes and implementation guidelines. Coordinate meetings, workshops and engagement activities (scheduling, logistics, materials, follow-ups). Prepare presentations, reports and stakeholder-facing communications. Track project progress and escalate risks or blockers to project leads. Key Requirements: Degree in a relevant discipline. Strong project coordination / project management skills; experience supporting multi-stakeholder projects. Knowledge of the healthcare domain or digital health initiatives (policy, clinical workflows, patient engagement) is highly valued. Excellent written and verbal communication; ability to write clear minutes, reports and presentations. Strong interpersonal skills and experience liaising with internal and external stakeholders to build consensus. Detail-oriented, organised, and able to manage multiple stakeholders and concurrent workstreams. Only shortlisted candidates are notified. Thank you. By submitting your resume or personal data, you consent to BGC Group Pte Ltd collecting, using, and disclosing your personal data to our clients and partners for the purpose of evaluating your suitability for job opportunities and related recruitment services. You acknowledge that you have read, understood, and agree to our Privacy Policy for Job Applicants, available at https://bgc-group.com/notice-for-job-applicants. BGC Group Pte Ltd (Outsourcing) EA 05C3053",0.2075495402155725,1,2.083333333333333
"Top Customer Solutions Engineering Manager, Google Cloud (English, Mandarin) - Singapore","Product area Google Cloud accelerates every organization’s ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems. Job description The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are developed for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners. Additional job description The Google Cloud Support team guides customers through their cloud journey to help businesses grow. We help customers transform and evolve their business through the use of Google’s global network, data centers, and software infrastructure. Google Cloud accelerates every organization’s ability to digitally transform its business and industry. In this role, you will work with customers to realize the power of cloud computing with Google Cloud Platform (GCP). You will manage customer escalations by combining business acumen with technical assessment skills. You will develop team members into troubleshooting experts who can diagnose a wide variety of cloud computing issues within minutes. You will build relationships with leaders in Site Reliability Engineering, Software Engineering, and Product Management that allow you to quickly solve issues and make you a trusted source of customer feedback. You will lead operational excellence within your team with a focus on reliable execution based on technical skills. Qualifications Job responsibilities Lead a team of engineers who deliver technical support across GCP products, working as part of the team that globally ensures 24 hour customer support. Partner with Software Engineering and Site Reliability Engineering teams to manage production incidents in real time, with emphasis on timely and thorough issue identification and customer communication, and contribute to long-term product quality and stability through technical skills. Work closely with key customers as a trusted partner for the long-term to help solve their specific problems and accelerate their adoption of GCP. Develop the goals, priorities and work alongside the team to accomplish them. Ensure high-quality customer service and ongoing technical skill development. Participate in rotating on-call schedules including during nights, weekends and holidays, to ensure prompt and proper resolution of customer-impacting technical issues. Minimum qualifications Bachelor’s degree in Science, Technology, Engineering, Mathematics, a related technical field, or equivalent practical experience. 8 years of experience in technical support, professional services, software development, or product operations management, and troubleshooting technical issues for internal/external partners or customers. 5 years of experience managing a technical, customer-facing team. Experience in software development (e.g., Java, C++, Python). Ability to participate in on-call rotation, which may occur outside of standard working hours, including nights, weekends and holidays. Ability to communicate in English and Mandarin fluently to support client relationship management in this region. Preferred qualifications Experience in troubleshooting and supporting applications such as web services, data storage, databases, data pipelines, high-performance computing, commerce engines, with Linux/Unix or Windows operating systems. Experience managing enterprise customer relationships and advocating for issues or needs. Experience in technical leadership, including leading business transformation initiatives. Ability to analyze data using a structured query language. Ability to operate in a customer focused environment and advocate for customers across a cross-functional organization. Excellent judgment and creative problem-solving skills.",0.17796110457758682,0,0.0
"Manufacturing Production Engineer (Silver Paste, up to $3300) - TK","AWS + Variable Bonus Permanent role Working location: Kent Ridge Manufacturing Production Engineer (Silver Paste) You will be part of a Manufacturing Production Engineer (Silver Paste) to manage the specialized silver paste production line. Key responsibilities include machine optimization, quality data analysis, and coordinating international production transitions. A Diploma in Engineering and strong problem-solving skills are essential for this global-facing role. Operate and maintain specialized machinery for silver paste manufacturing Monitor equipment performance and perform changeovers to meet production needs Conduct quality inspections, collect and analyze quality data, and prepare reports Ensure availability of materials and compliance with operating procedures Improve manufacturing efficiency through workflow, layout, and process analysis Support research and development activities and new product introductions Implement corrective and preventive actions to enhance quality systems Maintain documentation and ensure compliance with ISO 9001 and ISO 45001 standards Coordinate equipment maintenance and regulatory compliance requirements Provide manufacturing and quality support to global customers and production teams Perform additional duties as assigned Job Requirements Diploma in Engineering holder preferred Self-motivated and energetic, able to work in a fast-paced environment. Strong communication and relationship-building skills, with a team-oriented yet independent working style. Proficient in data collection and analysis, with solid problem-solving abilities and a customer-focused mindset. Interested applicants, please send your resume to Tiffany Koh (R1104633) with email subject header ""Job Application for Manufacturing Production Engineer (Silver Paste) - TK "" . We regret that only shortlisted candidates will be notified. Other applications will be updated to our database for future job opportunities. By submitting any resumes or applications to Pasona Singapore Pte Ltd, you are considered to have read and agreed on the terms of our Privacy Policy, and consented to us collecting, using, retaining, disclosing your personal information to the prospective employers for their consideration. Please find our Privacy Policy Agreement from the below link. http://www.pasona.com.sg/privacy.html Thank you for your kind understanding and co-operation. Pasona Singapore Pte Ltd EA License No:90C4069 R1104633 Koh Jia Wen",0.18708137145178974,0,0.0
Data Analyst Lead,"Role Overview: The Senior Assistant Director (Data Analyst) leads the design, development, and continuous improvement of enterprise dashboards and analytical products that deliver actionable insights across HQ and Research Institutes. This role ensures analytical outputs are trusted, well-governed, and aligned with organisational priorities, working closely with Business Analysts, Data Engineers, and AI teams to translate data into measurable outcomes. Key Responsibilities: A. Enterprise Analytics Delivery Lead the design and development of interactive dashboards and data visualisations using Power BI and Snowflake. Define and maintain consistent data modelling and data transformation logic, metrics, and KPI definitions across analytical products. Collaborate with Data Engineers to ensure datasets used are certified and discoverable in Alation, with clear business definitions and lineage. Partner with Business Analysts to ensure dashboard outputs meet stakeholder needs and strategic objectives. Oversee dashboard code version control. B. Data Analysis & Insight Generation Conduct deep-dive analyses to uncover trends, correlations, and drivers of business performance. Translate findings into concise insights and actionable recommendations for leadership. Integrate predictive or diagnostic analytics into dashboards in collaboration with the Data Science and AI teams. C. Quality & Governance Validate the accuracy, completeness, and timeliness of data powering dashboards. Provide feedback on data quality and metadata accuracy to support Alation certification and stewardship processes. Contribute to establishing and maintaining enterprise standards for dashboard design, refresh frequency, and version control. D. Collaboration & Capability Building Mentor junior analysts and uplift analytical standards across the team. Lead training or sharing sessions under the Analytics Centre of Excellence to build data literacy organisation wide. Act as a bridge between business users and technical teams, ensuring clarity and alignment on analytical goals. Qualifications & Experience: Bachelor’s degree in Data Science, Computer Science, Business Analytics, Information Technology, or a related discipline. 8–10 years of experience in data analysis, business intelligence, or performance analytics. Advanced proficiency in Power BI, SQL, and data modelling using Snowflake. Strong understanding of data pipelines, metadata management, and governance frameworks (e.g., Alation). Excellent analytical, problem-solving, and data-visualisation skills. Proven ability to engage senior stakeholders and communicate technical findings in plain language. Experience leading or mentoring junior analysts is preferred.",0.24472501269677557,6,12.5
Junior Software Engineer (Bank) l 12-month contract,"Overview We are seeking a highly skilled Software Engineer to design, develop, and implement high-quality software solutions. The ideal candidate will excel in understanding user needs, analyzing system requirements, and delivering scalable solutions while contributing to continuous improvement and mentoring junior engineers. Key Responsibilities: Develop software solutions by studying user needs, system flows, data usage, work processes, and following the full SDLC. Determine operational feasibility through analysis of problems, requirements, and proposed solutions. Document and demonstrate solutions by creating clear documentation, flowcharts, diagrams, layouts, charts, code comments, and clean, maintainable code. Prepare and install software solutions by designing system specifications, standards, and programming components. Improve operations by conducting systems analysis and recommending enhancements to policies, procedures, or workflows. Stay current with development tools, programming techniques, and computing technologies through continuous learning and professional engagement. Provide insights by collecting, analyzing, and summarizing development and service issues. Contribute to engineering and organizational goals by completing required deliverables. Support and develop software engineers through advice, coaching, and educational opportunities. Requirement: Bachelor’s degree in Computer Science, Software Engineering, or related field. Experience with SDLC methodologies and system analysis. Excellent analytical, problem-solving, and communication skills. Ability to work collaboratively and mentor junior engineers.",0.19310591768033927,0,0.0
Asset & Wealth Managed Services (AWMS) - Risk & Compliance Solutions - Experienced Associate,"As part of our recruiting process, interested candidates are to complete an application through our careers website at: https://www.pwc.com/sg/en/careers.html We believe that challenges are better solved together. That's why you'll join a diverse, global community of solvers - an unexpected mix of people that come together to build trust in society and solve important problems. With us, you are encouraged to lead with your heart and values, and where your unique skills are developed and put to work in unexpected and exciting ways, superpowered by technology. We are Asia’s leading financial services practice and our firm is offering you an exceptional opportunity to work with both large scale and boutique reputable asset management clients in this sector. Our AWMS practice provides an invaluable safeguard in today’s complex operating environment with insights, empowered by leading technologies into marketplace developments and global opportunities. Our team is multi-disciplinary, made up of proven specialist professionals dedicated to this sector. Our AWMS team is expanding rapidly and we are looking for seasoned professionals to join us. A career within AWMS Risk & Compliance Solutions will provide you with the opportunity to help companies rethink their approach to risk and compliance and create a sustainable business advantage. We’re part of a unique client proposition that advises our clients on routine and complex risk and regulatory matters and offers bespoke outsourced support, from market entry through to execution, to help our clients better manage their ongoing compliance, risk and internal audit needs. You’ll work as part of a fast-growing team of subject matter experts with extensive industry experience in areas relating to regulatory compliance, risk management and internal controls. The team’s track record and credentials include several “industry-firsts” and numerous high profile engagements. Your clients will include leading local, regional and global asset managers, alternative asset managers (private equity, private credit, real estate, hedge funds and venture capital), traditional and digital wealth managers, digital assets and other capital market intermediaries. Digital alliances and digital solutions are core to the delivery of our services to clients. You will enjoy a stable yet flexible working environment with certainty in hours, and the ability to manage and control your own time. Specific responsibilities include but are not limited to: Providing regulatory advice to fund management clients on areas relating to risk, regulations and compliance. Conducting compliance reviews and internal audits for asset managers and formulating recommendations for improving processes and controls to better comply with industry/market practices, regulatory requirements and regulators’ expectations. Conducting business processes and controls reviews, including control assurance reporting to identifying gaps, assessing risks and providing recommendations for remediation. Providing outsourced compliance support to clients. This includes regulatory reporting, operationalising changes and updates to regulations, conducting compliance monitoring and reporting to senior management, assisting on AML/KYC reviews and providing regulatory advice. Helping clients develop, implement and strengthen their enterprise risk management and compliance frameworks. Managing key stakeholder relationships, including communication of the scope of work, findings and observations, industry updates. Perform walk-through interviews, identify key controls and tailor audit procedures to evaluate the design and validate operating effectiveness of internal controls in various business processes About you: Bachelor’s Degree in a related area Accounting / Commerce including students from a local/overseas university Min. 1-2 years of financial services regulatory, legal or internal audit experience in a Big 4 audit firm, regulator or financial institution. Previous employment with a regulator will be highly preferred. Good understanding and interest in the asset management or private wealth management landscape (preferable) Knowledge of local MAS regulatory requirements for capital markets intermediaries gained through experience in regulatory compliance, internal audit or processes, risk and controls experience. Regulatory compliance, internal audit or processes, risk and controls experience, preferably in a Big 4 audit firm, regulator or financial institution (preferable) Good track record of academic achievements Meticulous and attention to details, possessing an analytical and enquiring mind-set Professional, confident and highly motivated self-starter, with an ability to handle multiple tasks in a fast pace environment with tight deadlines, Positive attitude to learn and strong team player. Able to work under pressure and tight deadlines Possess strong values, personal integrity and emotional intelligence. Good verbal and written communication skill in English. Additional proficiency in Mandarin will be an advantage. We regret that only short-listed candidates will be notified.",0.17505982191335154,0,0.0
Principal Consultant,"• Hands on experience in end-to-end business analysis and solution design for wealth, treasury, FX, and equity derivatives platforms across global banks. • Perform deep gap analysis between client requirements and product capabilities, translating outcomes into BRDs, FSDs, user stories, data mappings, and acceptance criteria. • Own UAT governance including strategy, scenario design, defect triage, regression validation, and business sign-off in Agile/Waterfall programs. • Act as functional SME for front-, middle-, and back-office workflows covering complex structured products (ELN, FCN, DCI, TARF, AQ/DQ, Phoenix). • Embed regulatory, risk, and ISO/IEC 27001:2022 controls into functional processes, audit artifacts, and security governance frameworks. • Partner with product, engineering, cloud (Azure), and client stakeholders across APAC/EMEA to support implementations, production stability, and pre-sales engagements. • Must be an ISO/IEC 27001:2022 Certified Lead Implementer Professional (CLIP)",0.1860921928430569,0,0.0
IT Support Engineer (12 hours shift / Night Shift) (PRIT),"Shift: 7:00 PM – 7:00 AM (Thursday to Saturday, alternate Wednesdays) - 1st role Shift: 3:00 PM to 11:00 PM (monday to Friday) Key Responsibilities: Provide end-user IT helpdesk support during shift hours, including remote assistance when required. Monitor network and server health; support production/tester networks; escalate emergencies (basic TCP/IP knowledge required). Troubleshoot production label printing issues. Conduct IT audits and training; ensure compliance with factory IT policies. Coordinate onboarding and offboarding processes. Handle IT asset procurement, installation, configuration, license renewals, and account management. Maintain internal knowledge base; assist in root cause analysis for recurring issues. Troubleshoot system/application faults and resolve hardware/software problems. Requirements: Diploma/Degree in Computer Science, IT, or related field. Minimum 1 year of IT helpdesk experience with basic SQL skills. Strong analytical and troubleshooting abilities. Basic knowledge of networking and Wintel system administration. Familiarity with manufacturing systems (MES, WMS) is a plus. Interested candidates, who wish to apply for the advertised position, please apply now for the below role We regret that only shortlisted candidates will be notified. EA License No.: 01C4394 By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.",0.18547224183984945,0,0.0
Research Fellow,"About SUTD SUTD is the world’s first Design AI university. With Design AI, artificial intelligence is treated as a partner and a member of the team – not just a tool. As a result of this unique SUTD treatment, AI and humans brainstorm, spar and prototype together, resulting in solutions that are elevated several-fold. This human-AI team concept has been made possible because of SUTD’s unique cohort-based interdisciplinary pedagogy. As a trailblazer in the field of design and technology education and research, SUTD has been pioneering innovative programmes and initiatives since its formation 16 years ago. As part its new mid-term growth strategy called SUTD Leap, it will work closely with industry to co-create solutions in both education and research – for a better world. About the Role We are in search of a highly motivated and accomplished Research Fellow to join our team and significantly contribute to our ongoing research project ""Empowering Real-World 3D Scene Understanding: Navigating Noise, Distribution Shifts, and Incremental Learning"". The successful candidate will collaborate closely with our research team, working on the development of ground-breaking algorithms and methodologies for Real-world 3D scene understanding problems. This role offers an exciting opportunity to engage in cutting-edge research and have a substantial influence on the field. What You'll Do Undertake research in the field of real-world 3D scene understanding. Design and execute experiments to validate the proposed approaches. Analyze and interpret data sourced from inputs, including images or point clouds. Stay up-to-date with the latest advancements in real-world 3D scene understanding and related fields, and integrate new findings into research projects. Prepare research papers for publication in prestigious conferences and journals. Deliver presentations on research findings at conferences and other pertinent events. Who We're Looking For PhD in computer science (artificial intelligence, machine learning, computer vision, or related fields), with a solid theoretical foundation and extensive research experience. Ability to handle high-intensity research work and demonstrate independent working capabilities. Significant research achievements in computer vision and machine learning, with strong publication records in 3D computer vision and top international journals or conferences. Strong programming skills, proficient in Python, C++, and familiar with common deep learning frameworks such as TensorFlow, PyTorch. Team player with strong academic communication skills and collaborates effectively with team members from diverse backgrounds. International academic exchange and project management experience. Proficiency in both written and spoken English, with the ability to write academic papers and reports and communicate fluently with project collaborators. Strong self-motivation and problem-solving abilities, with capability to drive project progress within a team. Passionate and curiosity for research, willing to actively undertake research projects, mentor students, and participate in academic presentations and seminars.",0.2408775465084542,0,0.0
Principal AI Architect,"Responsibilities Design comprehensive AI solution and technology architecture, integrating latest AI technology developments into world-class solutions. Lead high-level architectural discussions with clients, providing expert guidance on best practices for AI implementations across AI PC, Edge, Data Centre and Public Cloud environments. Ensure solutions align with modern best practices across the full spectrum of platforms and environments. Deep understanding across GPU/NPU, Cognitive Infrastructure, Application and Copilot/agent domains. Contribute to HCL’s thought leadership in the AI & Cloud domains with a deep understanding of opensource technologies (e.g., Kubernetes, OPEA) and partner technologies. Collaborate on joint technical projects with global partners, including Google, Microsoft, AWS, NVIDIA, IBM, Red Hat, Intel, and Dell. Architect innovative AI solutions from ideation to MVP, rapidly enabling genuine business value. Optimize AI and cloud architectures to meet client requirements, balancing efficiency, accuracy and effectiveness. Provide expert architectural and strategy guidance to clients on incorporating Generative AI into their business and technology landscape. Requirements Possess a Degree in Computer Science/Information Technology or related fields. Minimum 8 years of architecture design and software engineering. Professional-level expertise in Public Cloud environments (AWS, Azure, Google Cloud). Expertise in AI model fine-tuning and evaluation, with a focus on improving performance for specialized tasks. Demonstrable coding proficiency with Python, Java or Go languages. Advanced machine learning algorithms, GenAI models (e.g., GPT, BERT, DALL-E, GEMINI), NLP techniques. Working familiarity with Copilot solutions, in both software engineering and office productivity domains. Knowledge of GenAI operations (LLMOps), experience Governing AI models in production environments. Proficiency in data engineering for AI, including data preprocessing, feature engineering, and pipeline creation.",0.20253711326667548,0,0.0
Research Fellow (Food Science & Technology),"Interested applicants are invited to apply directly at the NUS
Career Portal Your application will be processed only if you apply
via NUS
Career Portal We regret that only shortlisted candidates will be notified. Job Description The successful candidate will work with Professor Zhou Weibiao on  food structure and functionality, food material characterization, food shelf-life evaluation and modeling under a project on shelf-life extension of tropical fruits. The main responsibilities of the position include: The candidate shall join a multidisciplinary team at NUS making efforts to develop advanced technology that increases the shelf-life of tropical fruits. The team comprises experts on business for market analysis and on technology involving food science & engineering.  Areas of relevance specifically for this position include food structure and functionality, food material characterization, food shelf-life evaluation and modeling (chemical, physical and microbial). In addition, he/she will help supervise final year undergraduate projects as well as MSc projects. Qualifications PhD in Food Science, Food Technology, or a closely related field from an internationally reputable university. Skills: Strong wet laboratory and analytical skills Demonstrated capability of independent researcher Good team player Good scientific writing skills Experience: Research experience with good track record, including: publications in top peer-reviewed SCI-indexed journals in the relevant field, mentoring undergraduate and postgraduate student projects, lab safety and maintenance, research grant management, working experience in a cross-disciplinary team, experience in research on tropical fruits that are unique to the Southeast Asia region. Working experience with food structure and modelling is highly desirable.",0.18137590092858646,0,0.0
"Senior / Engineer, Data Center Facilities Management (1-Net)","COMPANY DESCRIPTION 1-Net manages carrier-neutral Internet Data Centers, along with providing a comprehensive range of integrated services including network connectivity, managed services, work area recovery suite, cloud and media delivery services. 1-Net's Data Center Corridor initiative currently interconnects key data centers in Singapore to facilities quick deployment and providing a diverse connectivity options for enterprises and service providers. 1-Net is fast transforming itself into Asia's Data Center of Choice. As one of the pioneers in broadband development in Singapore, 1-Net currently manages telco-class carrier-neutral Internet Data Centers, along with providing domestic and international connectivity, managed services and media delivery services. 1-Net offers superior stability, secure delivery and service experience through its services. It's uniquely positioned in Southeast Asia, with a comprehensive range of integrated services and a media-centric approach to bring cutting edge solutions to its customers. We are committed to creating an inclusive and diverse workplace where talent thrives. Our hiring decisions are made based on merit and fit-to-role. If you have a disability or special need which requires accommodation to participate in the recruitment process, please inform us when you submit your online application. We will be happy to support as necessary. Thank you for your interest and application to this role. Please note that only short-listed candidates will be contacted. RESPONSIBILITIES Facilities Operation and Maintenance: Conduct the required daily maintenance and operations of the data center facilities to ensure serviceability of all active and redundancy equipment. This includes performing routine facilities activities such as critical system checks and functional testing Respond to Mechanical and Electrical alarms/faults, identify trends, and implement corrective actions as needed Respond and investigate Building Management System (BMS)/ Environmental Monitoring System (EMS) alerts, providing feedback on outstanding issues or events, responding to emergency situations, and being on standby duty as required Support Data Center projects and any additional and alteration work such as site construction activities and installations, coordination with external contractors and testing in adherence to operational standards within the given timeline Other duties as assigned that are consistent with the responsibilities and objectives of the role Technical and Customer Support: Ensure contracted service level agreements and key performance indicators are met or exceeded Attend to customer requests and deliveries such as installations, coordination with the design & construction, operations requirements to coordinate customer move-in and turn-on, and others Events and Accreditation Support: Involve in the scheduling, coordination and completion of all significant planned and emergency maintenance events for the facility and ensure these activities are executed in a controlled and proven method Undertake assigned tasks to support the various accreditation, certification and compliance initiatives such as BCA-IDA Green Mark DC/QMS/ISMS/BCMS/PCIDSS/OSPAR, etc as may be required Comply to all standard operating procedures (SOP), method of procedures (MOP), emergency operating procedures (EOP) and emergency response procedures (ERP) established for the critical environments QUALIFICATIONS We welcome the following applicants: Degree graduates in Electrical or Mechanical engineering or equivalent qualifications Candidates without the required academic credentials but with at least 2 years of relevant working experience in Data Center facilities management and operations or facility management experiences (M&E) in building, construction, semiconductors or equivalent Candidates with more years of relevant working experience in Data Center facilities management and operations may be considered for the Senior Engineer role Good technical and functional skills and knowledge of facilities management and operations Able to commit to 24x7 rotating shift duty Strong communication skills Working location: 1-Net (East) at Chai Chee / 1-Net (North) at Woodlands Please note that your application will be sent to and reviewed by the direct employer - 1-Net Singapore Pte Ltd",0.18223221361529862,0,0.0
Marketing Analytics | Contract | Bank,"Role Overview We are seeking a Marketing Enablement & Data Analytics professional to support a regional marketing organisation within an Institutional Banking environment. This role plays a critical part in strengthening marketing operations through performance measurement, financial governance, technology enablement, and vendor management. Working closely with Brand, Digital, Finance, and Procurement teams, you will help drive operational efficiency, support brand research initiatives, and enable the successful rollout and adoption of AI-enabled marketing tools and workflows. Key Responsibilities 1. KPI Tracking & Performance Measurement Own and maintain the marketing KPI framework across social, paid media, web performance, and brand health metrics Develop and maintain consistent dashboards and reporting structures for monthly business reviews Partner closely with Digital Marketing teams to align and refine performance metrics across channels 2. Financial Operations & Budget Management Maintain marketing budget trackers and quarterly forecasts Report month-to-date and year-to-date spend versus budget, highlighting variances, risks, and opportunities Coordinate closely with Finance on accruals, reconciliation, and financial tracking 3. Marketing Technology & GenAI Enablement Support the rollout and adoption of new marketing technologies, including GenAI tools, automation workflows, dashboards, and analytics platforms Assist with onboarding materials, training sessions, documentation, and usage tracking Act as a liaison between tool owners, marketing teams, and external vendors to resolve issues and optimise tool usage 4. Vendor & Contract Management Maintain a centralised repository of vendor contracts, NDAs, and renewal schedules Track contract status, expiry dates, and documentation completeness Coordinate with Legal, Procurement, and vendors to ensure compliance and proper governance 5. Brand Research & Project Management Provide project management support for brand and campaign research initiatives (e.g. brand equity tracking, brand lift, campaign effectiveness studies) Coordinate timelines, milestones, deliverables, and research logistics with internal stakeholders and research agencies Support synthesis and presentation of research insights for regional and senior stakeholder consumption Qualifications & Experience Degree in Marketing, Business, or related fields. 3–5 years of experience in marketing operations, marketing analytics, research coordination, or project management Excellent proficiency in Excel / Google Sheets, with experience in budget tracking and performance reporting Solid understanding of marketing KPIs and measurement frameworks Experience working with cross-functional teams and external vendors Highly organised, detail-oriented, and disciplined in documentation and reporting Good-to-have Experience Exposure to GenAI tools, dashboards, or analytics platforms (e.g. Power BI, Tableau) Experience working with brand research methodologies and research agencies Familiarity with vendor, contract, or procurement workflows Interested candidates may send in their resume and cover letter directly to gem.cabria@manpower.com.sg (R1434374), stating the position as the subject title in the email. Jireli Gem Mejia Cabria | EA License No. 02C3423 | Personnel Registration No. R1434374 Please note that your response to this advertisement and communications with us pursuant to this advertisement will constitute informed consent to the collection, use and/or disclosure of personal data by ManpowerGroup Singapore for the purpose of carrying out its business, in compliance with the relevant provisions of the Personal Data Protection Act 2012. To learn more about ManpowerGroup's Global Privacy Policy, please visit https://www.manpower.com.sg/privacy-policy",0.2205195438933906,0,0.0
Application Developer,"Hands-on experience in Murex Market Risk Management module. Proven track record in implementing and supporting market risk functionalities in Murex. •Strong proficiency in SQL/Oracle (including stored procedures). •Expertise in Unix Shell scripting. •In-depth knowledge of Murex Market Risk Management concepts and configurations. •Experience in Murex simulation views, formulae, and DataMart development. •Hands-on experience with Market Risk module functionalities such as: ▪ Value-at-Risk (VaR) ▪ Sensitivities ▪ Stress Testing ▪ Back Testing •Development of Market Risk MRE and MRA objects in Murex, including: ▪ Revaluation ▪ Raw and logical sources ▪ Aggregation views ▪ Node formula configuration •Strong understanding of Market Risk configuration (e.g., static data, physical feeders). Proficiency in MRA scripting and automation, including ant-script development for aggregation automation, tagging, and housekeeping.",0.28363252495144736,0,0.0
